Movie Name,Release Date,Opening Day,Opening Weekend,End of Week 1,Lifetime
Humpty Sharma Ki Dulhania,11-Jul-14,9.02,33.74,53.31,76.81
Bollywood Villa,11-Jul-14,0,0,0,0.02
Lekar Hum Deewana Dil,4-Jul-14,0.5,1.6,2.4,2.49
Bobby Jasoos,4-Jul-14,1.79,7.68,10.83,11.74
Ek Villain,27-Jun-14,16.72,50.7,77.2,105.62
Humshakals,20-Jun-14,12.5,40.13,56.35,63.72
Guardians,20-Jun-14,0,0,0.01,0.01
The Untold Story Aahinsa,20-Jun-14,0,0,0.01,0.01
Chal Bhaag,13-Jun-14,0,0,0.05,0.07
Nari Teri Shakti Anokhi,13-Jun-14,0,0,0.01,0.01
Machhli Jal Ki Rani Hai,13-Jun-14,0,0,1.08,1.35
Unforgettable,13-Jun-14,0,0,0.02,0.02
18.11 (A code of Se ecy…!),13-Jun-14,0,0,0.012,0.012
Fugly,13-Jun-14,2.95,9.34,11.57,12.28
Holiday – A Soldier Is Never Off Duty,6-Jun-14,12.18,41.32,68.65,112.45
Filmistaan,6-Jun-14,0.51,2.81,4.91,6.28
Kuku Mathur Ki Jhand Ho Gayi,30-May-14,0.33,1.32,2.07,2.15
Citylights,30-May-14,0.7,3.57,6,8.51
Heropanti,23-May-14,6.63,21.33,35.91,52.92
Mighty Raju – Rio Calling,16-May-14,0,0,0.76,1.18
The Xpose,16-May-14,2.97,10.97,18.61,22.77
M3-Midsummer Midnight Mumbai,16-May-14,0,0,0.25,0.25
Children of War,16-May-14,0,0,0.61,0.62
Hawaa Hawaai,9-May-14,0.8,4.25,7.7,10.42
Mastram,9-May-14,0.5,2.08,3.25,3.35
Manjunath,9-May-14,0.2,0,1,1
Khwaabb,9-May-14,0.2,0,0.75,0.75
Yeh Hai Bakrapur,9-May-14,0.2,0,0.7,0.7
Koyelaanchal,9-May-14,0.45,1.42,2.15,2.25
Kya Dilli Kya Lahore,2-May-14,0.08,0.22,0.69,0.69
Purani Jeans,2-May-14,0.32,1.1,1.17,1.19
Angry Young Man,1-May-14,0,0,0.02,0.02
Kahin Hai Mera Pyar,1-May-14,0,0,0.07,0.07
Samrat & Co.,25-Apr-14,0.23,0.82,1.26,1.29
Revolver Rani,25-Apr-14,1.5,6.5,8.45,10.34
Kaanchi…,25-Apr-14,0.75,2.36,3.77,3.9
Lucky Kabootar,18-Apr-14,0,0,0.22,0.27
Dekh Tamasha Dekh,18-Apr-14,0,0,0.15,0.18
2 States,18-Apr-14,12.42,38.06,60.73,102.13
Bhoothnath Returns,11-Apr-14,4.07,18.02,30.14,39.54
Main Tera Hero,4-Apr-14,6.6,22.73,38.48,50.6
Jal,4-Apr-14,0.1,0.5,0.55,0.55
Honour Killing,4-Apr-14,0,0,0.15,0.15
Ebn-e-Batuta,4-Apr-14,0,0,0.01,0.01
Dishkiyaoon,28-Mar-14,1.03,3.5,4.97,5.23
Station,28-Mar-14,0,0,0.19,0.19
Youngistaan,28-Mar-14,0.98,4,6.13,6.91
O Teri,28-Mar-14,0.9,2.25,3.3,3.46
Ankhon Dekhi,21-Mar-14,0,0,0.64,0.74
Gang of Ghosts,21-Mar-14,0,0,1.55,1.7
Lakshmi,21-Mar-14,0,0,0.18,0.18
Ragini MMS – 2,21-Mar-14,8.43,24.5,39.38,45.99
Bewakoofiyaan,14-Mar-14,2.23,7.31,12.77,14.01
Neighbours,14-Mar-14,0,0,0.07,0.07
W,14-Mar-14,0,0,0.04,0.04
Total Siyapaa,7-Mar-14,1.11,4.09,5.77,5.94
Gulaab Gang,7-Mar-14,2.41,8.84,12.54,14.58
Queen,7-Mar-14,1.8,10,18.8,61
Shaadi Ke Side Effects,28-Feb-14,5.7,34.23,30.83,37.36
Anuradha,28-Feb-14,0,0,0,0.015
Highway,21-Feb-14,3.42,13.97,22.38,30.61
Dee Saturday Night,21-Feb-14,0,0,0.35,0.37
Darr @The Mall,21-Feb-14,1.1,3.8,4.8,4.95
Gunday,14-Feb-14,16.12,43.93,63.08,78.6
Babloo Happy Hai,7-Feb-14,0,0,0.23,0.29
Hasee Toh Phasee,7-Feb-14,4.65,18.4,28.55,37.4
Ya Rab,7-Feb-14,0,0,0.17,0.23
Heartless,7-Feb-14,0,0.75,1.08,1.19
One By Two,31-Jan-14,0.6,1.91,2.59,2.63
Jai Ho,24-Jan-14,17.75,60.68,88.78,116
Miss Lovely,17-Jan-14,0.15,0.49,0,0.49
Karle Pyaar Karle,17-Jan-14,0.3,0.7,1.17,1.24
Strings Of Passion,17-Jan-14,0,0,0.01,0.01
Paranthe Wali Gali,17-Jan-14,0.05,0.15,0,0.15
Dedh Ishqiya,10-Jan-14,3,12,19.64,27.5
Yaariyan,10-Jan-14,5.75,19.2,31.5,40.14
Sholay 3D,3-Jan-14,1.5,6.3,8.43,11.39
Mr Joe B. Carvalho,3-Jan-14,0.65,2,2.95,3.08
Star Wars: The Force Awakens (English),25-Dec-15,4.58,10.02,15,15.92
Bajirao Mastani,18-Dec-15,12.8,46.77,86.15,184.2
Dilwale,18-Dec-15,21,65.09,102.65,148.72
The Silent Heroes,11-Dec-15,0,0,0.1,0.11
Sorry Daddy,11-Dec-15,0,0,0.004,0.007
Hate Story 3,4-Dec-15,9.72,26.82,42.2,51.69
Angry Indian Goddesses,4-Dec-15,0,0,1.32,2.02
Kajarya,4-Dec-15,0,0,0.03,0.04
Tamasha,27-Nov-15,10.94,38.23,53.46,67.26
Yeh Ishq Sarfira,27-Nov-15,0,0,0.02,0.04
X: Past is Present,20-Nov-15,0,0,0.37,0.4
Spectre (English),20-Nov-15,8.4,23.5,32.75,36.88
Run Bhuumi,12-Nov-15,0,0,0.001,0.001
Prem Ratan Dhan Payo,12-Nov-15,40.35,129.77,172.82,210.16
Yaara Silly Silly,6-Nov-15,0,0,0.24,0.26
Charlie Kay Chakkar Mein,6-Nov-15,0,0,0.76,0.8
Ranbanka,6-Nov-15,0,0,0.08,0.08
Four Pillars Of Basement,6-Nov-15,0,0,0.15,0.15
The Last Horror,30-Oct-15,0,0,0.003,0.003
Guddu Ki Gun,30-Oct-15,0,0,1.78,1.8
Love Exchange,30-Oct-15,0,0,0.1,0.1
Main Aur Charles,30-Oct-15,0,0,5.5,6.06
Once Upon a Time in Bihar,30-Oct-15,0,0,0.08,0.08
Titli,30-Oct-15,0.2,1.05,1.4,1.8
Shaandaar,22-Oct-15,13.1,33.51,40.15,43.13
Ranviir The Marshal,22-Oct-15,0,0,0.01,0.01
Jaatiwad,16-Oct-15,0,0,0.001,0.001
Chinar Daastaan-E-Ishq,16-Oct-15,0,0,0.03,0.04
Wedding Pullav,16-Oct-15,0.07,0.21,0.47,0.52
Hogaya Dimaagh Ka Dahi,16-Oct-15,0,0,0.12,0.15
Bumper Draw,16-Oct-15,0,0,0.03,0.04
Pyaar Ka Punchnama 2,16-Oct-15,6.8,22.75,39.25,64.1
Jazbaa,9-Oct-15,4.23,15.24,21.58,25.23
Rudhramadevi,9-Oct-15,0,0,1.95,2.26
Hum Sab Ullu Hain,9-Oct-15,0,0,0.01,0.01
Grow Up,9-Oct-15,0,0,0.001,0.001
Talvar,2-Oct-15,3,9,15.55,30.17
Dunno Y2 – Life Is A Moment,2-Oct-15,0,0,0.04,0.04
Singh Is Bliing,2-Oct-15,20.67,54.44,77.6,89.95
Manchali Padosan,2-Oct-15,0,0,0.001,0.001
The Martian (English),2-Oct-15,0,0,8.5,13
Puli,1-Oct-15,0,0,3.81,4.05
Calendar Girls,25-Sep-15,1.5,3.8,6.2,6.31
Bhaag Johnny,25-Sep-15,0,0,1.78,1.83
Kis Kisko Pyaar Karoon,25-Sep-15,10.15,28.81,43.5,49.38
How is Wow,25-Sep-15,0,0,0.001,0.001
Timeout,25-Sep-15,0,0,0.07,0.08
Katti Batti,18-Sep-15,5.28,16.27,22.58,24.41
Meeruthiya Gangsters,18-Sep-15,0,0,0.62,0.65
The Perfect Girl – Ek Simple Si Love Story,11-Sep-15,0,0,0.007,0.007
Hero,11-Sep-15,6.85,21.1,30.87,33.37
Tera Mera Tedha Medha,11-Sep-15,0,0,0.02,0.02
Mere Genie Uncle,11-Sep-15,0,0,0.001,0.001
The Transporter: Refueled (English),4-Sep-15,0,0,4.35,4.85
Welcome Back,4-Sep-15,14.35,51,74.02,96.69
Lakhon Hain Yahan Dilwale,4-Sep-15,0,0,0.01,0.01
Gauraiya,28-Aug-15,0,0,0.001,0.001
Baankey Ki  azy Baraat,28-Aug-15,0,0,0.83,0.88
Kaun Kitney Paani Mein,28-Aug-15,0,0,0.29,0.29
Phantom,28-Aug-15,8.46,33.18,47.4,54.19
Chehere,28-Aug-15,0,0,0.001,0.001
The Love is Forever,21-Aug-15,0,0,0.001,0.001
Fantastic Four (English),21-Aug-15,0,0,6.25,6.42
All Is Well,21-Aug-15,2.91,11.92,0,15.92
Manjhi The Mountain Man,21-Aug-15,1.4,6.45,10.17,12.53
Gour Hari Dastaan – The Freedom File,14-Aug-15,0,0,0.2,0.25
Brothers,14-Aug-15,15.2,52.08,72.6,82.47
Jaanisaar,7-Aug-15,0,0,0.16,0.17
Bangistan,7-Aug-15,1,3.77,5.49,5.49
Mission: Impossible – Rogue Nation (English),7-Aug-15,8,25.25,35,48
Kala Sach – The Black Truth,7-Aug-15,0,0,0.001,0.003
Mera Badan The Body,31-Jul-15,0,0,0.003,0.003
Drishyam,31-Jul-15,5.8,23.05,36.65,67.13
Masaan,24-Jul-15,0,0,2.21,3.65
Aisa Yeh Jahaan,24-Jul-15,0,0,0.01,0.02
Ant-Man (English),24-Jul-15,1.36,4.24,6.43,6.93
Bajrangi Bhaijaan,17-Jul-15,27.25,102.6,184.62,320.34
Thoda Lutf Thoda Ishq,10-Jul-15,0,0,0.02,0.03
S.P. Khan Ek Nayi Kranti,10-Jul-15,0,0,0.001,0.002
I Love NY,10-Jul-15,0,0,1.49,1.54
2 Chehare,10-Jul-15,0,0,0.002,0.002
Bahubali – The Beginning,10-Jul-15,5.15,22.35,46.77,118.7
Second Hand Husband,3-Jul-15,0,0,2.45,2.79
Madmast Barkhaa,3-Jul-15,0,0.001,0,0.001
Bezubaan Ishq,3-Jul-15,0,0.05,0,0.08
Guddu Rangeela,3-Jul-15,1.51,5.82,8.77,8.77
Terminator Genisys (English),1-Jul-15,6.2,20,0,23.35
Miss Tanakpur Haazir Ho,26-Jun-15,0.31,1.03,1.28,1.36
Inside Out (English),26-Jun-15,0.35,2.05,3.27,4.32
Uvaa,26-Jun-15,0,0,0.03,0.05
ABCD – Any Body Can Dance – 2,19-Jun-15,14.3,46.35,71.78,105.74
Hamari Adhuri Kahani,12-Jun-15,5.04,16.49,27.12,34.43
Jurassic World (English),11-Jun-15,0,24,39.9,101
Lateef,5-Jun-15,0,0,0.02,0.02
Dil Dhadakne Do,5-Jun-15,10.53,37.05,56.1,76.88
Chor Bazaari,29-May-15,0,0,0.002,0.002
P Se PM Tak,29-May-15,0,0,0.02,0.04
I Love Desi,29-May-15,0,0,0.003,0.003
Ishqedarriyaan,29-May-15,0.27,1.07,0,1.25
Welcome 2 Karachi,28-May-15,1.68,5.38,8.3,8.3
Surkhaab,22-May-15,0,0,0.004,0.004
Main Hoon (Part-Time) Killer,22-May-15,0,0,0.002,0.002
Extraordinaari,22-May-15,0,0,0.001,0.002
Tanu Weds Manu Returns,22-May-15,8.85,38.15,70.02,150.8
Bombay Velvet,15-May-15,5.2,16.1,22.27,23.67
Mad Max: Fury Road (English),15-May-15,0,0,5.25,5.25
Makad Jaala,8-May-15,0,0,0.003,0.004
Kuch Kuch Locha Hai,8-May-15,0.75,2.25,3.22,3.26
Piku,8-May-15,5.32,25.22,41.42,79.77
Sabki Bajegi Band,1-May-15,0,0,0.18,0.23
Gabbar Is Back,1-May-15,13.05,39.41,59.86,87.55
Kaagaz Ke Fools,24-Apr-15,0,0,0.36,0.37
Jai Ho! Demo acy,24-Apr-15,0,0,0.13,0.14
Ishq Ke Parindey,24-Apr-15,0,0,0.02,0.02
Avengers: Age Of Ultron (English),24-Apr-15,10.98,36.1,53.75,80
Ek Adhbut Dakshina… Guru Dakshina,17-Apr-15,0,0,0.01,0.01
NH-8 – Road To Nidhivan,17-Apr-15,0,0,0.03,0.03
Margarita With A Straw,17-Apr-15,0.5,2.06,3.28,4.53
Mr. X,17-Apr-15,4.5,13.99,22.75,24.79
Broken Horses,10-Apr-15,0,0,0,0
Ek Paheli Leela,10-Apr-15,5.3,15.85,24.28,26.57
Barefoot To Goa,10-Apr-15,0,0,0.03,0.03
Dharam Sankat Mein,10-Apr-15,1.3,5.15,7.97,8.61
Tere Ishq Mein Qurbaan,3-Apr-15,0,0,0.001,0.001
Detective Byomkesh Bakshy!,3-Apr-15,4.2,14.06,19.87,27.05
Fast & Furious 7 (English),2-Apr-15,0,0,0,108
Yahaan Sabki Lagi Hai,27-Mar-15,0,0,0.01,0.01
Barkhaa,27-Mar-15,0.47,0.91,0.96,0.98
Blind People,27-Mar-15,0,0,0,0
Hunterrr,20-Mar-15,1.56,5.78,9.41,13.63
Dilliwaali Zaalim Girlfriend,20-Mar-15,0.62,1.63,1.94,2.38
International Hero,20-Mar-15,0,0,0.003,0.003
Black Home,20-Mar-15,0,0,0.13,0.14
Dozakh In Search Of Heaven,20-Mar-15,0,0,0.02,0.02
Bikaau,13-Mar-15,0,0,0.005,0.005
NH1 ,13-Mar-15,3.35,13.3,20.6,32.39
Badmashiyaan – Fun Never Ends,6-Mar-15,0.1,0.32,0.69,0.69
Hey Bro,6-Mar-15,0.21,0.6,1.25,1.26
Dirty Politics,6-Mar-15,1.18,3.94,5.91,6.3
Coffee Bloom,6-Mar-15,0,0,0.03,0.03
Dum Laga Ke Haisha,27-Feb-15,1.12,6.12,10.64,30.19
Ab Tak Chhappan 2,27-Feb-15,1.5,4.64,5.94,6.64
Monsoon,20-Feb-15,0,0,0.27,0.3
Badlapur,20-Feb-15,7,23.5,36.31,50.07
Koi Aae Na…,20-Feb-15,0,0,0.003,0.003
My Best Friend,13-Feb-15,0,0,0.002,0.002
Roy,13-Feb-15,10.4,28.68,41.77,44.52
MSG The Messenger,13-Feb-15,0,6,9.92,11.64
Hum Tum Dushman Dushman,6-Feb-15,0,0,0.14,0.15
Jai Jawaan Jai Kisaan,6-Feb-15,0,0,0.002,0.002
Shamitabh,6-Feb-15,3.5,13.25,19.2,22.46
Chal Guru Ho Ja Shuru,30-Jan-15,0,0,0.007,0.008
Khamoshiyan,30-Jan-15,1.92,6.67,11.3,14.06
Hawaizaada,30-Jan-15,0.57,2,3.43,3.53
Rahasya,30-Jan-15,0.06,0.29,0.65,0.97
Baby,23-Jan-15,9.3,36.07,63.82,95.56
Dolly Ki Doli,23-Jan-15,2.55,10.75,18.66,19.26
Anjaan Parindey,16-Jan-15,0,0,0.002,0.003
 azy Cukkad Family,16-Jan-15,0.05,0,0.39,0.39
Alone,16-Jan-15,3.5,11.5,18.1,19.35
Sharafat Gayi Tel Lene,16-Jan-15,0.06,0,0.31,0.39
I,14-Jan-15,1.75,6.75,11,11.22
Tevar,9-Jan-15,7.05,22.05,32.64,39.26
Kabuli Pathan,2-Jan-15,0,0,0.01,0.01
Take It Easy,2-Jan-15,0,0,0.32,0.36
Mumbai Can Dance Saala,2-Jan-15,0,0,0.13,0.14
Love a Killer Trap,23-Dec-16,0,0,0.001,0.001
Dangal,23-Dec-16,29.78,107.01,197.54,387.38
Pappu Ki Pagdandi,23-Dec-16,0,0,0.007,0.007
Six Plus One,23-Dec-16,0,0,0.002,0.003
Sarthak,16-Dec-16,0,0,0.01,0.01
Gol Time Gang Of Littles,16-Dec-16,0,0,0.02,0.02
Shor Se Shuruaat,16-Dec-16,0,0,0.03,0.04
Wajah Tum Ho,16-Dec-16,2.86,7.79,10.29,10.37
3  Minutes,9-Dec-16,0,0,0.03,0.03
Befikre,9-Dec-16,10.36,34.36,48.75,60.24
Underworld: Blood Wars (English),2-Dec-16,0,0,2.82,3.17
Aasra,2-Dec-16,0,0,0.01,0.02
Kahaani 2,2-Dec-16,4.25,16.97,24.26,32.93
Moh Maya Money,25-Nov-16,0,0,0.25,0.27
Saansein – The Last Breath,25-Nov-16,0.62,2.32,2.5,2.5
Dear Zindagi,25-Nov-16,8.75,32.5,47,68.16
Love Hai Yaar Accept It,18-Nov-16,0,0,0.003,0.003
Fantastic Beasts and Where to Find Them (English),18-Nov-16,0,0,11.36,15.9
Tum Bin 2,18-Nov-16,0.6,1.8,4.25,4.42
Force 2,18-Nov-16,6.05,20.05,30.15,35.74
Rock On!! 2,11-Nov-16,2.02,7.01,10.01,10.47
Dongri Ka Raja,11-Nov-16,0,0,0.27,0.3
Ishq Junoon,11-Nov-16,0,0,0.03,0.04
Chaar Sahibzaade – Rise of Banda Singh Bahadur,11-Nov-16,0,0,0.5,0.63
Yeh Hai Lollipop,11-Nov-16,0,0,0.01,0.02
Doctor Strange (English),4-Nov-16,2.63,10.1,15.23,25.2
Mahayoddha Rama,4-Nov-16,0,0,0.04,0.04
Shivaay,28-Oct-16,10.24,28.56,70.41,100.33
Ae Dil Hai Mushkil,28-Oct-16,13.3,35.6,80.19,112.48
Gandhigiri,21-Oct-16,0.12,0.32,0.42,0.43
Final Cut Of Director,21-Oct-16,0,0,0.02,0.02
1:13:7 – Ek Tera Saath,21-Oct-16,0,0,0.14,0.16
Mmirsa,21-Oct-16,0,0,0.03,0.03
Biwi. Com,21-Oct-16,0,0,0.02,0.03
My Father Iqbal,21-Oct-16,0,0,0.02,0.02
31st October,21-Oct-16,0.1,0.7,1,1.04
Love Day,21-Oct-16,0,0,0.03,0.03
Fuddu,14-Oct-16,0,0,0.18,0.18
Sri Siddhartha Gautama,14-Oct-16,0,0,0.09,0.09
Beiimaan Love,14-Oct-16,0.7,1.7,2.1,2.18
Miss.Khiladi – The Perfect Player,14-Oct-16,0,0,0.001,0.001
Swadesh Ki Khatir,14-Oct-16,0,0,0.01,0.01
Anna,14-Oct-16,0.03,0.1,0.16,0.16
Aakhir Kab Tak?,14-Oct-16,0,0,0.01,0.01
Saat Uchhakkey,14-Oct-16,0.3,1.2,1.6,2
Inferno (English),14-Oct-16,0,0,8.5,8.5
Motu Patlu – King of Kings,14-Oct-16,0.4,2.25,2.9,4.27
Suraag,14-Oct-16,0,0,0.002,0.002
Tutak Tutak Tutiya,7-Oct-16,0.61,2.41,4.36,4.51
Delhi Mere Baap ki,7-Oct-16,0,0,0.03,0.03
Mirzya,7-Oct-16,2.2,6.5,10,10.43
M.S. Dhoni – The Untold Story,30-Sep-16,21.3,66,94.13,133.04
Delivery Boy,30-Sep-16,0,0,0.002,0.002
Brahmaand Nayak Sai Baba,30-Sep-16,0,0,0.002,0.002
Wah Taj,23-Sep-16,0,0,0.09,0.11
Chapekar Brothers,23-Sep-16,0,0,0.001,0.001
Dil Sala Sanki,23-Sep-16,0,0,0.08,0.1
Parched,23-Sep-16,0.12,0.62,1.07,1.32
Days of Tafree,23-Sep-16,0,0,1.86,1.99
Banjo,23-Sep-16,1.72,5.92,8.67,8.8
Yeh Hai Judgement Hanged Till Death,23-Sep-16,0,0,0.001,0.001
Raaz Reboot,16-Sep-16,6.3,18.09,26.73,30.29
Garam Reth,16-Sep-16,0,0,0.002,0.002
Pink,16-Sep-16,4.32,21.51,35.91,65.39
Hero Hyderabadi,9-Sep-16,0,0,0.11,0.15
Ek Kahani Julie Ki,9-Sep-16,0,0,0.04,0.05
Ishq Samundar,9-Sep-16,0,0,0.001,0.001
Freaky Ali,9-Sep-16,2.55,0,13.5,14.67
Baar Baar Dekho,9-Sep-16,6.81,21.16,29.4,31.24
Abhishaap Kamasutra Ka,4-Sep-16,0,0,0.002,0.002
Umformung,2-Sep-16,0,0,0.005,0.005
Island City,2-Sep-16,0,0,0.2,0.23
Akira,2-Sep-16,5.15,16.65,26.39,28.73
Yea Toh Two Much Ho Gayaa,2-Sep-16,0,0,0.05,0.05
Sunshine Music Tours and Travels,2-Sep-16,0,0,0.2,0.23
Missing On A Weekend,26-Aug-16,0,0,0.09,0.09
Waarrior Savitri,25-Aug-16,0,0,0.01,0.01
A Flying Jatt,25-Aug-16,7.1,29.45,36.85,38.61
Lucchey laffange,19-Aug-16,0,0,0.001,0.001
Meeradha,19-Aug-16,0,0,0.004,0.004
Happy Bhag Jayegi,19-Aug-16,2.32,10.71,17.65,28.82
Ben-Hur (English),19-Aug-16,0,0,3.8,3.8
Un-Indian (English),19-Aug-16,0,0,0.27,0.27
Yeh Kaisi Hai Aashiqui,19-Aug-16,0,0,0.002,0.002
Mohenjo Daro,12-Aug-16,8.87,30.54,51.18,58
Rustom,12-Aug-16,14.11,50.42,90.9,127.49
Jason Bourne (English),5-Aug-16,0,0,1.25,1.35
Budhia Singh – Born To Run,5-Aug-16,0.25,1.2,1.8,1.85
Purab Ki Awaz,5-Aug-16,0,0,0.001,0.001
Fever,5-Aug-16,0.14,0.48,0.8,0.81
Hai Apna Dil Toh Awara,5-Aug-16,0,0,0.04,0.04
The Legend of Michael Mishra,5-Aug-16,0.18,0.54,0.65,0.66
Ghostbusters: Answer the Call (English),29-Jul-16,0,0,1.4,1.4
Dishoom,29-Jul-16,11.05,37.32,53.34,70
Mission Tiger,29-Jul-16,0,0,0.01,0.02
Murder Madhuri,29-Jul-16,0,0,0.001,0.001
Love Ke Funday,29-Jul-16,0,0,0.01,0.01
Lights Out (English),22-Jul-16,0,0,3.75,3.75
M  eam,22-Jul-16,0,0,0.23,0.31
Ishq Click,22-Jul-16,0,0,0.05,0.05
Madaari,22-Jul-16,2.25,9.75,14,18.07
Kabali,22-Jul-16,5.2,19.15,28,28
Ice Age: Collision Course (English),15-Jul-16,1.9,8.5,0,12.5
Great Grand Masti,15-Jul-16,2.5,8.2,13.14,13.59
Sultan,6-Jul-16,36.54,180.36,229.16,300.45
Dil Toh Dewaana Hai,1-Jul-16,0,0,0.001,0.001
Hot Teri Deewangi,1-Jul-16,0,0,0.001,0.001
The Legend of Tarzan (English),1-Jul-16,1.6,0,7.15,7.25
Hawas Ki Intehaa,1-Jul-16,0,0,0.007,0.007
Kerry on Kutton,1-Jul-16,0,0,0.06,0.06
Shorgul,1-Jul-16,0.3,0.9,1.1,1.11
A Scandall,24-Jun-16,0,0,0.06,0.12
Rough Book,24-Jun-16,0,0,0.03,0.03
Raman Raghav 2. ,24-Jun-16,1.1,3.98,6.01,7
7 Hours To Go,24-Jun-16,0,0,0.45,0.49
Junooniyat,24-Jun-16,0.4,1.5,3.7,4.1
Independence Day: Resurgence (English),24-Jun-16,4.7,16.9,24.1,24.1
Bhouri,17-Jun-16,0,0,0.001,0.001
Home Stay – Stay Alive,17-Jun-16,0,0,0.001,0.001
Baromas,17-Jun-16,0,0,0.001,0.001
Dhanak,17-Jun-16,0.29,1.89,0,1.89
Finding Dory (English),17-Jun-16,1.02,5.29,7.68,10.72
Udta Punjab,17-Jun-16,10.05,33.8,48.5,60.33
War aft (English),10-Jun-16,0,0,4.5,4.5
Do Lafzon Ki Kahani,10-Jun-16,1.03,3.74,5.54,5.54
The Conjuring 2 (English),10-Jun-16,5.25,19.75,35.8,61.78
TE3N,10-Jun-16,2.61,11.13,16.34,19.08
Project Marathwada,3-Jun-16,0,0,0.03,0.03
Housefull 3,3-Jun-16,15.21,53.31,80.1,109.14
Veerappan,27-May-16,1.77,5.95,7.45,7.5
Phobia,27-May-16,0.25,1.24,2.34,2.52
The Angry Birds Movie (English),27-May-16,2.2,9.04,14.09,17.59
Waiting,27-May-16,0.27,1.3,2.05,2.85
Fredrick,27-May-16,0,0,0,0.12
X-Men: Apocalypse (English),20-May-16,4.51,16.21,0,33.56
Sarbjit,20-May-16,3.69,13.96,22.09,27.38
Azhar,13-May-16,6.3,20.8,29.7,33.03
Chudail Story,13-May-16,0,0,0.09,0.18
Khel To Abb Shuru Hoga,13-May-16,0,0,0.03,0.03
Dear Dad,6-May-16,0,0,0.13,0.13
Mission 36 Garh,6-May-16,0,0,0.001,0.001
192  London,6-May-16,2.5,7.73,12.45,15.45
One Night Stand,6-May-16,0.6,1.96,2.96,3.05
Captain America: Civil War (English),6-May-16,8.53,27.13,42.72,59.5
Buddha In A Traffic Jam,6-May-16,0,0,0.23,0.3
Baaghi,29-Apr-16,11.94,38.58,59.72,76.34
Traffic,29-Apr-16,0.4,1.98,3.15,3.75
Shortcut Safaari,29-Apr-16,0,0,0.03,0.04
Shaukeen Kaminay,29-Apr-16,0,0,0.001,0.001
Jhamela,22-Apr-16,0,0,0.001,0.001
Santa Banta Pvt. Ltd.,22-Apr-16,0.1,0.37,0.64,0.66
Aakhri Sauda – The Last Deal,22-Apr-16,0,0,0.05,0.07
Nil Battey Sannata,22-Apr-16,0.32,1.88,2.78,4.82
Laal Rang,22-Apr-16,0.25,0.85,1.62,1.66
Fan,15-Apr-16,19.2,52.35,71.5,84.1
Hum Bade Aashiq Mizaaj,15-Apr-16,0,0,0.002,0.005
Club Dancer,8-Apr-16,0,0,0.02,0.08
The Jungle Book (English),8-Apr-16,10.09,40.47,74.08,188
Love Games,8-Apr-16,1.03,3.06,3.94,4.04
Hum Hain Wonder Boys,8-Apr-16,0,0,0.01,0.02
Love Chakra,1-Apr-16,0,0,0.04,0.08
Ki & Ka,1-Apr-16,7.3,25.23,37.57,52.31
Kung Fu Panda 3 (English),1-Apr-16,2.1,10.1,13,32
Tann Mann aur Dhan,25-Mar-16,0,0,0.001,0.001
Munni Metric Pass 2,25-Mar-16,0,0,0.001,0.002
Batman V Superman: Dawn of Justice (English),25-Mar-16,8.25,25.5,38.5,38.5
 ime Affairs Aur Badla,25-Mar-16,0,0,0.006,0.01
Rocky Handsome,24-Mar-16,5.39,16.12,22.85,25.155
Kapoor & Sons,18-Mar-16,6.85,26.35,46.93,73.29
Dare You,18-Mar-16,0,0,0.05,0.1
Awesome Mausam,18-Mar-16,0,0,0.015,0.015
Cute Kameena,18-Mar-16,0,0,0.1,0.16
Mumbai Central,18-Mar-16,0,0,0.01,0.01
Miss Teacher,18-Mar-16,0,0,0.27,0.32
Murari The Mad Gentleman,11-Mar-16,0,0,0.02,0.03
Teraa Surroor,11-Mar-16,1.79,6.46,11.38,14.15
Dirty Boss,11-Mar-16,0,0,0.005,0.005
Global Baba,11-Mar-16,0,0,0.07,0.1
Jai Gangaajal,4-Mar-16,5.5,17.7,25.2,32.63
Zubaan,4-Mar-16,0,0,0.39,0.46
Tere Bin Laden Dead Or Alive,26-Feb-16,0.54,1.76,2.86,2.93
Rhythm,26-Feb-16,0,0,0.02,0.03
The Revenant (English),26-Feb-16,1,3.5,0,3.5
Jab Tum Kaho,26-Feb-16,0,0,0.01,0.01
Aligarh,26-Feb-16,0.31,1.29,2.09,2.5
Bollywood Diaries,26-Feb-16,0,0,0.3,0.37
Dhara 3 2,26-Feb-16,0,0,0.02,0.02
Love Shagun,26-Feb-16,0,0,0.03,0.04
Ishq Forever,19-Feb-16,0,0,0.28,0.28
Ye Kaisa Pal Do Pal Ka Pyar,19-Feb-16,0,0,0.015,0.03
LoveShhuda,19-Feb-16,0.64,2.17,2.98,3.07
Neerja,19-Feb-16,4.7,22.01,35.32,75.61
Direct Ishq,19-Feb-16,0,0,0.11,0.11
Fitoor,12-Feb-16,3.61,14.11,18.61,19.28
Sanam Re,12-Feb-16,5.04,17.05,25.82,27.74
Deadpool (English),12-Feb-16,4.1,14.25,22.52,29.02
BHK Bhalla@Halla.Kom,5-Feb-16,0,0,0.06,0.07
Ghayal Once Again,5-Feb-16,7.2,23.25,33.25,35.7
Sanam Teri Kasam,5-Feb-16,1.25,4.66,8.66,9.11
Mastizaade,29-Jan-16,5.59,18.45,28.74,36.44
Saala Khadoos,29-Jan-16,2.19,9.93,12.63,14.79
Jugni,22-Jan-16,0,0,0.11,0.11
